match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
Schmidt et al._2013_1618,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,3
Schmidt et al._2013_1619,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1620,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1621,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1622,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1623,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1624,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1625,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1626,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1627,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1628,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1629,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1630,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1631,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1632,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1633,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,1,3
Schmidt et al._2013_1634,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,1,3
Schmidt et al._2013_1635,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1636,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1637,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,1,3
Schmidt et al._2013_1638,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,1,3
Schmidt et al._2013_1639,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1640,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ1-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1641,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,3
Schmidt et al._2013_1642,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1643,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,1,3
Schmidt et al._2013_1644,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,1,3
Schmidt et al._2013_1645,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,3
Schmidt et al._2013_1646,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,1,4
Schmidt et al._2013_1647,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,1,3
Schmidt et al._2013_1648,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,1,3
Schmidt et al._2013_1649,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1650,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,1,4
Schmidt et al._2013_1651,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1652,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,3
Schmidt et al._2013_1653,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1654,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1655,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1656,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1657,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1658,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1659,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,1,4
Schmidt et al._2013_1660,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1661,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1662,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1663,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1664,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,1,4
Schmidt et al._2013_1665,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1666,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1667,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,3
Schmidt et al._2013_1668,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1669,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1670,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1671,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1672,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1673,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,3
Schmidt et al._2013_1674,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1675,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,1,4
Schmidt et al._2013_1676,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,3
Schmidt et al._2013_1677,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1678,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,1,4
Schmidt et al._2013_1679,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1680,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ2-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1681,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1682,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,3
Schmidt et al._2013_1683,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1684,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1685,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,1,4
Schmidt et al._2013_1686,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,3
Schmidt et al._2013_1687,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1688,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1689,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,1,4
Schmidt et al._2013_1690,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1691,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1692,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1693,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,3
Schmidt et al._2013_1694,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,1,4
Schmidt et al._2013_1695,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1696,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1697,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,3
Schmidt et al._2013_1698,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,1,4
Schmidt et al._2013_1699,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1700,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1701,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1702,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1703,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1704,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1705,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1706,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1707,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1708,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1709,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1710,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1711,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,3
Schmidt et al._2013_1712,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,1,4
Schmidt et al._2013_1713,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1714,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1715,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1716,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1717,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1718,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1719,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,3
Schmidt et al._2013_1720,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ3-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,1,4
Schmidt et al._2013_1721,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1722,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1723,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1724,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1725,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,4
Schmidt et al._2013_1726,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,4
Schmidt et al._2013_1727,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1728,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1729,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1730,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-1.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1731,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,3
Schmidt et al._2013_1732,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,3
Schmidt et al._2013_1733,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,2,4
Schmidt et al._2013_1734,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,1,3
Schmidt et al._2013_1735,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,3
Schmidt et al._2013_1736,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,1,4
Schmidt et al._2013_1737,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,1,3
Schmidt et al._2013_1738,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,4
Schmidt et al._2013_1739,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,1,4
Schmidt et al._2013_1740,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-2.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,1,4
Schmidt et al._2013_1741,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1742,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,4
Schmidt et al._2013_1743,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,1,4
Schmidt et al._2013_1744,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,2,4
Schmidt et al._2013_1745,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,1,4
Schmidt et al._2013_1746,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,2,3
Schmidt et al._2013_1747,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,2,4
Schmidt et al._2013_1748,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,3
Schmidt et al._2013_1749,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,2,4
Schmidt et al._2013_1750,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-3.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1751,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_45,Schmidt et al._2013_46,2,4
Schmidt et al._2013_1752,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_47,2,3
Schmidt et al._2013_1753,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_48,1,4
Schmidt et al._2013_1754,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_49,1,3
Schmidt et al._2013_1755,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_50,2,3
Schmidt et al._2013_1756,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_51,1,4
Schmidt et al._2013_1757,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_52,1,3
Schmidt et al._2013_1758,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_53,2,3
Schmidt et al._2013_1759,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_54,1,4
Schmidt et al._2013_1760,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO1,NFGDZ4-4.edf,1,Schmidt et al._2013_46,Schmidt et al._2013_55,2,4
Schmidt et al._2013_1761,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,3
Schmidt et al._2013_1762,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,3
Schmidt et al._2013_1763,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,3
Schmidt et al._2013_1764,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,1,3
Schmidt et al._2013_1765,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,3
Schmidt et al._2013_1766,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,1,4
Schmidt et al._2013_1767,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,3
Schmidt et al._2013_1768,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,3
Schmidt et al._2013_1769,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,1,4
Schmidt et al._2013_1770,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,4
Schmidt et al._2013_1771,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,4
Schmidt et al._2013_1772,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,3
